Probe Time,Probe 0,Probe 1,Probe 2,Probe 3,Probe 4
4.1095,293.868,226.957,35.078,16.3731,13.2757
4.11,283.435,217.088,35.9116,15.8725,13.0314
4.1105,282.617,216.394,37.9568,15.6378,12.4507
4.111,273.026,209.616,40.0123,15.439,12.2046
4.1115,269.559,202.777,42.0452,14.8045,11.6727
4.112,294.305,227.522,41.5021,13.6478,10.9717
4.1125,298.456,232.295,48.9035,14.2019,11.061
4.113,278.241,213.087,48.3458,14.2504,10.873
4.1135,285.811,219.915,49.5464,13.6745,10.1826
4.114,278.101,210.809,50.5114,13.9028,10.111
4.1145,302.85,234.54,55.0364,14.4,10.0139
4.115,290.076,225.167,62.2667,12.4436,9.29935
4.1155,361.517,297.537,59.4568,12.1398,9.02021
4.116,250.646,181.644,59.447,10.227,7.84953
4.1165,307.397,237.912,53.2975,11.8335,8.49314
4.117,298.632,231.751,56.3542,12.5184,8.93322
4.1175,299.883,233.014,60.0351,12.6832,8.95951
4.118,266.319,199.127,54.3862,11.377,7.91943
4.1185,297.297,229.666,45.198,11.5689,8.02811
4.119,314.086,246.174,23.81,11.1484,7.77759
4.1195,325.507,257.405,-18.5386,10.9924,7.71767
4.12,298.57,230.859,-31.5401,10.3477,7.23505
4.1205,288.956,221.265,-67.1209,10.7426,7.54512
4.121,264.198,194.711,-127.565,10.4747,7.08573
4.1215,303.787,233.009,-177.231,10.2012,7.02505
4.122,251.829,193.126,-65.3912,9.99481,6.60356
4.1225,345.784,271.059,-42.9376,9.83391,6.81745
4.123,323.452,252.863,-81.7533,9.27099,6.3606
4.1235,288.467,217.106,-216.196,10.6214,7.20369
4.124,250.996,183.033,-96.222,10.1721,6.57752
4.1245,328.49,256.692,-28.1749,10.4263,7.49535
4.125,339.017,268.782,-62.7441,8.90353,5.94684
4.1255,311.49,241.728,-187.029,11.3543,8.18885
4.126,293.953,222.687,-119.628,8.37036,5.51695
4.1265,322.46,250.022,-66.8123,9.2019,6.93061
4.127,337.494,266.89,-53.5105,7.79586,6.23247
4.1275,304.124,234.704,-157.71,10.2703,7.36742
4.128,340.834,269.475,34.8437,7.2972,5.36929
4.1285,330.261,257.287,-169.519,10.1344,7.25896
4.129,346.898,275.348,63.4035,9.3643,6.41591
4.1295,308.587,236.1,-355.399,8.01708,5.25361
4.13,363.974,293.649,340.748,7.99351,5.47693
4.1305,340.667,267.828,-66.426,8.30334,5.73562
4.131,366.905,292.304,-3.7147,8.4748,5.73359
4.1315,333.144,259.352,-109.724,6.52327,5.07624
4.132,340.185,267.866,42.6243,7.75595,6.05778
4.1325,328.444,260.26,-71.183,6.8675,5.60822
4.133,307.874,227.854,-26.1007,7.10198,5.57285
4.1335,303.234,228.148,5.12913,6.39574,4.93697
4.134,348.899,272.431,74.79,7.70942,5.66378
4.1345,392.819,318.514,361.461,6.08153,4.87033
4.135,372.826,298.837,364.406,5.01262,4.36096
4.1355,357.372,280.362,197.405,6.86157,5.05289
4.136,366.562,289.671,210.106,7.35296,5.2647
4.1365,337.38,261.378,104.444,5.22162,4.12503
4.137,391.296,313.354,178.906,8.92798,5.47117
4.1375,347.635,269.984,169.482,8.62889,5.40568
4.138,371.189,292.226,181.294,8.46363,4.10883
4.1385,356.778,278.919,143.25,6.20246,5.09253
4.139,376.917,298.86,159.698,6.58569,3.75408
4.1395,382.498,304.213,160.747,8.82002,4.72722
4.14,376.953,297.722,179.404,8.57836,4.54935
4.1405,379.7,302.81,154.685,9.82112,5.08235
4.141,389.51,310.033,176.297,10.9056,5.02461
4.1415,355.314,273.603,137.847,9.66452,4.4805
4.142,397.968,317.713,193.559,13.1899,5.62215
4.1425,383.291,304.56,179.678,14.589,5.24819
4.143,386.203,304.314,173.306,16.0472,5.24482
4.1435,391.942,307.73,185.178,20.0966,3.99226
4.144,360.525,277.225,150.144,21.7056,4.77095
4.1445,388.206,306.738,212.908,14.7613,3.4526
4.145,355.749,270.214,178.694,25.6188,4.79639
4.1455,419.807,334.932,198.28,16.7716,3.8819
4.146,407.749,323.868,166.259,18.481,3.23238
4.1465,414.637,336.006,211.802,14.1819,3.52204
4.147,394.785,303.312,194.489,21.9701,3.96062
4.1475,410.344,321.509,208.037,17.5561,3.02965
4.148,407.262,319.61,200.43,24.6404,4.20702
4.1485,392.797,307.453,202.521,19.7621,3.61675
4.149,378.133,289.681,192.601,29.6785,3.11856
4.1495,383.924,294.117,205.52,19.0618,3.65876
4.15,394.93,303.92,191.466,23.704,2.87359
4.1505,441.749,349.15,222.033,16.3034,3.23479
4.151,385.153,300.715,185.383,30.2995,3.4984
4.1515,385.084,297.11,235.514,17.4435,3.32052
4.152,396.944,309.126,176.095,30.0213,3.18486
4.1525,446.11,352.777,229.455,13.0087,1.81833
4.153,381.027,296.045,204.855,25.1723,2.9931
4.1535,408.43,319.468,229.237,25.0206,3.7968
4.154,424.4,332.963,233.724,19.1832,2.80262
4.1545,413.252,323.172,238.095,14.0727,3.10096
4.155,422.887,331.476,239.409,17.346,3.28749
4.1555,424.843,334.631,249.15,20.5256,3.73228
4.156,425.328,331.315,261.636,13.6695,3.41961
4.1565,443.808,349.707,257.509,6.61541,3.34175
4.157,448.375,357.807,279.225,6.48586,3.43428
4.1575,468.481,375.512,300.558,9.94752,4.89864
4.158,444.073,349.753,283.022,-8.33416,1.3983
4.1585,442.433,352.437,284.671,-41.815,0.403953
4.159,443.038,348.167,285.896,-56.4269,0.954605
4.1595,471.837,376.686,317.464,-35.2315,1.9454
4.16,446.126,350.65,288.372,-37.3503,1.06113
4.1605,408.414,313.496,251.154,-64.3144,1.25571
4.161,406.702,310.543,251.422,-211.944,1.02594
4.1615,257.785,161.507,101.452,-1541.75,3.41241
4.162,319.847,221.027,124.429,-501.08,3.2502
4.1625,580.737,486.078,415.374,536.128,2.54427
4.163,552.889,452.792,399.872,310.366,2.5647
4.1635,484.172,390.105,340.423,144.731,2.45476
4.164,494.66,394.969,354.434,75.7785,4.32314
4.1645,461.857,363.108,314.559,33.4359,0.150274
4.165,361.215,266.342,226.107,-30.8992,-8.65533
4.1655,454.975,354.256,298.728,-1.26543,0.30633
4.166,258.884,158.388,120.921,-89.097,-2.4558
4.1665,381.461,285.174,232.402,15.2157,-0.734497
4.167,568.775,472.326,419.016,73.9103,-1.27295
4.1675,548.399,448.779,405.635,69.0732,0.30813
4.168,523.677,423.32,384.111,77.6746,0.828569
4.1685,456.34,358.706,324.641,78.4155,2.14943
4.169,554.802,454.596,411.556,71.9023,2.27129
4.1695,492.219,393.374,356.648,50.7353,1.58339
4.17,478.513,389.982,351.451,64.0376,0.468459
4.1705,483.543,384.218,345.092,50.693,-0.142836
4.171,492.139,385.806,349.862,70.023,0.478676
4.1715,470.621,369.8,335.611,50.0281,1.91651
4.172,488.091,387.729,353.735,85.355,1.81671
4.1725,462.46,361.861,325.244,35.3088,2.36082
4.173,498.713,397.6,362.33,105.728,1.6499
4.1735,426.758,325.515,292.8,-3.42194,2.81279
4.174,501.777,400.354,368.971,134.379,0.0427973
4.1745,488.54,386.849,355.498,104.693,-0.535094
4.175,472.285,370.444,336.858,85.2848,-0.377624
4.1755,465.602,363.744,330.975,80.2719,-0.952167
4.176,457.666,355.706,325.767,80.2235,-0.302741
4.1765,451.204,348.902,319.433,75.4123,-0.424037
4.177,446.755,344.618,313.253,66.8135,-0.350624
4.1775,463.119,361.233,329.81,97.9274,-0.393819
4.178,458.127,356.381,326.093,102.243,-0.199272
4.1785,454.598,352.997,323.132,99.5297,0.192553
4.179,446.86,344.947,315.188,96.3727,0.211929
4.1795,440.238,338.288,309.062,92.1664,0.596303
4.18,421.348,319.873,290.307,75.9071,0.73228
4.1805,355.763,255.725,226.016,12.7289,-0.94081
4.181,303.967,204.293,174.457,-39.6017,-0.515728
4.1815,442.354,339.839,311.28,124.266,-0.585653
4.182,457.712,352.92,323.406,131.534,-1.38381
4.1825,348.531,245.256,217.375,23.9665,-0.333093
4.183,440.727,351.771,325.542,119.516,-0.373205
4.1835,496.886,393.109,361.999,176.995,1.29568
4.184,476.011,365.147,334.463,146.272,2.00426
4.1845,441.281,334.048,305.471,105.92,3.04282
4.185,412.158,307.006,279.253,83.7709,3.54774
4.1855,463.571,360.41,332.159,151.77,2.20654
4.186,409.733,307.522,279.274,94.4088,5.81405
4.1865,465.8,364.42,334.668,139.373,1.95647
4.187,373.443,271.247,244.997,82.9067,5.87081
4.1875,448.341,348.224,318.014,120.811,2.42419
4.188,346.997,250.468,222.12,17.0422,9.67469
4.1885,396.162,291.757,262.149,92.2807,3.82293
4.189,449.969,340.75,309.944,154.308,0.48071
4.1895,373.896,267.798,239.083,73.2071,11.2279
4.19,419.745,319.071,290.261,117.806,4.86645
4.1905,437.95,331.36,301.64,168.081,-8.06458
4.191,374.954,272.708,244.826,95.0922,-6.25787
4.1915,383.704,279.148,249.81,134.057,-5.68452
4.192,405.233,304.387,273.502,90.6171,-0.23576
4.1925,254.885,150.076,117.803,-93.9414,2.76777
4.193,238.678,136.018,105.882,-90.7751,0.734511
4.1935,549.917,446.692,417.943,364.632,1.2342
4.194,507.621,405.769,375.627,253.666,-22.5275
4.1945,431.126,327.249,297.003,180.276,-16.852
4.195,400.407,300.623,271.62,155.182,-12.3573
4.1955,383.777,278.004,247.113,145.48,-19.2415
4.196,384.12,277.338,246.159,129.781,-50.3735
4.1965,395.328,291.905,260.697,115.081,-149.871
4.197,380.694,274.33,242.469,111.022,-146.066
4.1975,364.23,258.608,227.988,110.98,-189.676
4.198,356.502,251.575,221.404,116.637,-48.0327
4.1985,320.844,214.373,185.462,131.614,17.7997
4.199,401.466,296.766,264.531,121.377,-18.1671
4.1995,370.593,265.536,233.038,99.8446,-125.179
4.2,351.377,247.136,215.731,100.499,-137.959
4.2005,326.49,223.231,192.354,83.3412,-267.04
4.201,325.644,221.3,189.973,77.3224,-238.079
4.2015,314.989,207.702,177.552,95.1837,-36.9511
4.202,314.592,208.309,177.866,89.0802,53.7781
4.2025,321.601,216.662,184.486,73.4619,-26.0543
4.203,293.739,187.28,155.012,44.862,-252.757
4.2035,52.2345,-52.5963,-83.6234,-200.992,-875.282
4.204,600.013,498.418,468.232,394.343,189.18
4.2045,459.549,353.401,322.023,242.89,319.046
4.205,381.17,272.281,241.011,163.143,119.704
4.2055,369.006,261.314,230.812,153.053,52.818
4.206,364.123,258.974,228.997,151.516,28.2577
4.2065,358.66,252.058,221.691,146.53,19.9745
4.207,350.423,243.976,214.025,143.001,16.3789
4.2075,336.197,236.096,207.574,140.033,12.071
4.208,340.789,241.915,213.005,140.774,9.32565
4.2085,362.493,242.382,209.267,138.116,7.10107
4.209,349.957,232.776,202.68,134.854,4.45741
4.2095,337.341,224.327,195.148,132.453,0.614294
4.21,336.712,226.986,198.102,134.25,-5.50459
4.2105,336.781,226.223,196.846,133.339,-14.6588
4.211,335.683,222.481,192.801,131.448,-28.6881
4.2115,323.774,210.487,181.247,126.234,-52.2693
4.212,331.484,219.177,190.408,133.315,-72.2934
4.2125,334.424,222.751,194.079,136.096,-53.4459
4.213,329.621,217.653,189.057,132.827,-21.4624
4.2135,324.709,211.54,182.956,128.794,-10.1474
4.214,321.807,207.856,179.452,126.875,-12.5789
4.2145,313.881,201.167,173.292,121.809,-28.1612
4.215,298.349,187.015,159.482,108.701,-66.7757
4.2155,291.913,177.339,149.269,98.0909,-129.782
4.216,292.477,175.437,147.555,98.6339,-52.5168
4.2165,337.418,221.513,194.352,148.191,26.5036
4.217,314.143,201.061,174.551,128.82,-2.29739
4.2175,209.57,97.7858,71.5604,25.6172,-100.055
4.218,367.981,248.669,221.095,178.545,39.9737
4.2185,334.241,212.5,185.464,141.068,-54.7425
4.219,314.318,194.926,168.818,126.81,17.4196
4.2195,294.291,180.788,155.949,115.332,13.3177
4.22,284.861,179.516,156.371,115.613,-5.27405
4.2205,304.961,176.452,148.975,109.473,-15.0256
4.221,269.369,139.625,114.068,75.6057,-44.9462
4.2215,287.772,161.178,137.397,99.6097,-46.9589
4.222,343.049,217.31,194.691,156.635,-12.7425
4.2225,316.94,190.765,169.423,132.135,2.37284
4.223,292.177,163.375,143.363,106.614,-11.5421
4.2235,247.385,115.097,97.2643,60.5257,-42.4305
4.224,201.724,66.5879,50.897,13.8718,-84.426
4.2245,354.813,214.192,202.357,168.666,21.2477
4.225,366.946,219.223,214.155,182.955,38.9186
4.2255,331.643,178.436,180.174,147.631,7.26745
4.226,314.09,159.186,158.859,125.978,-15.9828
4.2265,320.862,175.596,166.34,134.689,-8.04871
4.227,299.013,163.595,146.105,113.606,-32.8266
4.2275,288.08,155.894,137.42,105.465,-76.7005
4.228,242.762,103.793,87.0908,53.2516,-335.77
4.2285,323.078,179.547,168.714,139.269,-4.83328
4.229,354.15,208.825,195.67,168.374,187.01
4.2295,321.937,178.846,164.685,136.076,65.2722
4.23,292.204,149.36,136.474,106.816,-41.4665
4.2305,314.427,170.541,153.789,125.399,15.7448
4.231,284.853,145.701,130.746,101.599,-30.1116
4.2315,302.89,153.961,136.759,108.713,-21.9703
4.232,308.969,157.598,146.773,120.019,-30.4792
4.2325,292.57,140.572,127.551,100.288,-135.611
4.233,293.89,146.705,130.751,103.408,-137.246
4.2335,321.006,171.211,156.395,130.297,45.1651
4.234,297.983,148.734,137.371,111.135,61.6468
4.2345,262.504,114.32,99.6547,72.0363,-6.96125
4.235,287.286,142.399,129.187,103.887,-12.7725
4.2355,336.487,191.557,170.886,148.074,16.6501
4.236,312.501,176.578,150.651,126.493,-15.2347
4.2365,307.845,174.745,139.735,115.303,-22.52
4.237,305.196,167.124,141.337,117.451,-5.85871
4.2375,305.631,158.254,136.427,112.568,0.174155
4.238,297.157,148.638,132.488,108.836,-1.78796
4.2385,300.507,156.878,129.025,105.638,-20.5828
4.239,299.488,157.853,129.619,106.662,-34.4758
4.2395,311.34,176.946,131.285,108.6,-26.266
4.24,312.137,165.343,128.567,105.921,-16.8244
4.2405,307.802,169.114,124.583,102.061,-21.0789
4.241,270.562,161.463,119.569,97.5454,-33.5891
4.2415,272.53,166.424,111.051,89.3178,-69.261
4.242,263.604,154.53,107.399,85.8276,-62.7962
4.2425,275.669,135.899,94.6457,73.2689,-50.4749
4.243,276.595,132.186,101.028,79.362,-110.65
4.2435,228.165,110.676,80.6422,57.3597,-771.059
4.244,351.551,226.177,175.936,156.26,146.519
4.2445,349.128,189.817,163.744,143.839,261.925
4.245,297.598,149.124,115.097,94.7983,57.4379
4.2455,303.497,193.807,138.687,118.906,87.839
4.246,172.68,72.3348,11.0584,-8.32725,-32.8407
4.2465,216.653,106.822,52.8155,32.9384,-67.2264
4.247,383.404,250.466,214.86,194.641,-37.4527
4.2475,344.795,168.821,156.976,138.071,50.3339
4.248,343.17,190.451,139.996,120.928,59.7001
4.2485,282.989,198.629,132.514,113.866,38.7238
4.249,274.115,195.895,126.601,108.155,23.2711
4.2495,295.506,184.166,126.246,107.811,23.6616
4.25,313.848,144.217,124.967,106.613,22.9582
4.2505,306.653,172.731,123.819,105.409,21.8776
4.251,295.301,192.013,121.901,103.588,21.1885
4.2515,294.733,189.951,120.508,102.35,21.2871
4.252,292.434,187.264,119.21,101.225,21.6433
4.2525,290.419,184.832,117.587,99.7418,21.8342
4.253,290.574,183.552,116.255,98.4569,21.8972
4.2535,290.786,184.83,115.375,97.7116,22.2489
4.254,286.742,184.566,113.789,96.2507,22.1332
4.2545,284.892,184.572,112.56,95.1267,22.0989
4.255,288.191,183.223,111.574,94.0977,22.1033
4.2555,292.996,182.956,110.153,92.7352,22.2306
4.256,288.5,180.394,109.217,92.1001,22.8037
4.2565,281.018,180.135,108.466,91.4605,23.2534
4.257,281.704,183.165,108.108,90.7159,23.8626
4.2575,286.427,182.312,107.372,89.89,24.4488
4.258,309.348,182.277,106.927,89.3008,25.1481
4.2585,329.057,171.468,106.128,88.514,25.8093
4.259,262.388,179.998,104.82,87.7151,26.4068
4.2595,262.645,182.751,103.745,86.8358,27.0481
4.26,270.486,186.091,102.196,85.4455,27.5802
4.2605,280.594,188.807,101.636,84.6933,27.9714
4.261,321.223,187.364,101.422,84.4041,29.3147
4.2615,275.163,188.539,100.613,83.7437,30.3516
4.262,271.313,187.893,100.47,83.5676,31.5083
4.2625,313.343,186.454,99.2794,82.4497,31.6425
4.263,269.587,189.51,98.5,81.8519,32.5649
4.2635,270.078,187.452,98.3521,81.6477,33.4577
4.264,305.884,186.42,97.6835,81.047,34.449
4.2645,271.158,188.133,96.8313,80.3959,35.1178
4.265,273.61,187.415,96.7171,80.2318,35.8645
4.2655,286.347,180.02,95.8555,79.4504,36.4137
4.266,267.269,186.545,95.4252,79.0706,37.2505
4.2665,293.295,194.343,95.8458,79.2382,38.3708
4.267,274.846,201.468,94.7221,78.336,38.6758
4.2675,269.703,197.823,94.6701,78.4204,39.7746
4.268,258.677,185.513,93.7787,77.7916,40.3005
4.2685,276.571,198.358,94.0426,77.6149,41.1459
4.269,273.337,202.837,93.0836,76.8247,41.5035
4.2695,268.053,196.661,92.5906,76.4069,42.0551
4.27,267.271,197.035,91.8968,75.6165,42.3654
4.2705,270.685,198.489,91.823,75.8011,43.3311
4.271,271.798,199.817,91.462,75.1902,43.697
4.2715,271.49,201.461,91.4286,74.9774,44.3099
4.272,270.681,203.442,90.7577,74.2115,44.4172
4.2725,272.845,204.35,89.6669,73.1698,44.2326
4.273,273.729,203.864,88.6523,72.1711,44.1179
4.2735,267.16,200.05,86.8955,70.1659,42.9773
4.274,265.241,198.413,84.117,66.8757,40.5381
4.2745,260.469,191.81,75.7414,57.838,32.7252
4.275,254.37,182.2,65.1006,49.0905,26.0442
4.2755,238.723,162.437,44.0991,28.9261,8.37143
4.276,270.262,203.035,87.6099,73.2507,52.6094
4.2765,294.627,237.727,115.939,101.895,78.909
4.277,292.716,227.299,105.494,90.5483,66.4963
4.2775,271.976,209.502,93.5647,78.6199,55.5811
4.278,260.832,198.328,85.9125,70.8111,49.1721
4.2785,265.051,193.877,75.8562,60.4477,40.2471
4.279,282.613,199.646,76.7423,60.3573,40.9206
4.2795,268.363,210.3,81.5877,62.5259,43.0192
4.28,292.476,241.949,100.392,78.6225,58.1947
4.2805,259.297,199.154,86.364,80.0173,62.367
4.281,251.084,188.517,83.2888,72.109,54.4192
4.2815,268.158,206.539,82.6898,66.1842,48.5109
4.282,277.778,214.432,87.8256,71.142,53.8594
4.2825,272.486,209.45,92.9807,77.157,60.183
4.283,272.484,206.341,94.4103,78.1852,61.447
4.2835,279.83,209.202,93.4583,77.5601,61.1085
4.284,289.196,221.826,93.712,78.0022,61.7326
4.2845,276.725,220.7,91.745,76.5035,60.7103
4.285,282.508,217.989,93.1285,77.3127,61.7304
4.2855,277.194,215.696,93.745,77.8509,62.6183
4.286,273.167,211.242,94.1552,78.1244,63.029
4.2865,279.445,216.011,94.1636,78.7216,63.9376
4.287,283.578,216.966,93.0854,78.2956,63.8144
4.2875,283.964,217.141,92.6463,77.7922,63.6751
4.288,284.305,212.762,91.1778,76.4811,62.7417
4.2885,301.558,213.04,91.5382,76.703,63.204
4.289,270.473,212.332,90.4663,75.9383,62.8085
4.2895,274.963,214.794,91.4792,76.2605,63.3031
4.29,261.483,205.643,91.1783,75.7553,62.9959
4.2905,266.327,207.344,89.6252,74.1374,61.7405
4.291,278.194,209.522,87.9832,72.0439,59.9187
4.2915,269.895,203.901,84.5652,68.5026,56.6904
4.292,266.184,196.572,81.8939,65.6799,54.1091
4.2925,275.708,201.463,78.2656,62.0253,50.8546
4.293,254.803,192.005,80.2967,63.3841,52.2309
4.2935,282.944,206.916,79.2483,63.4934,52.4925
4.294,251.84,189.098,76.3443,60.386,49.6604
4.2945,257.634,195.833,78.6841,60.339,49.3003
4.295,264.674,192.236,78.7062,60.8274,49.756
4.2955,241.496,182.678,75.1569,56.0769,45.3032
4.296,258.948,184.146,61.5372,50.6185,41.6274
4.2965,259.843,192.321,74.3289,61.4876,51.2444
4.297,268.565,200.477,87.6127,73.3303,62.8596
4.2975,281.543,220.282,105.959,93.7969,83.1285
4.298,271.824,205.379,95.8965,80.4845,69.6544
4.2985,228.143,160.128,52.0935,37.71,29.0862
4.299,179.776,114.99,-5.79889,-22.7243,-29.5941
4.2995,336.108,267.533,130.811,116.473,103.189
4.3,329.416,263.147,129.652,116.061,105.575
4.3005,305.319,239.236,111.949,95.1357,84.0951
4.301,294.23,232.519,101.131,85.2666,74.5524
4.3015,287.508,229.757,100.406,78.4619,67.1662
4.302,280.499,209.944,80.5005,66.7416,57.6686
4.3025,278.536,203.237,80.6678,55.791,45.4708
4.303,223.892,170.938,49.0004,41.4593,32.9723
4.3035,311.045,229.538,96.8239,76.8277,65.5159
4.304,309.375,240.354,91.1008,93.5801,84.1636
4.3045,297.577,233.29,109.719,84.7461,75.1032
4.305,278.473,213.689,74.7472,74.6749,65.2486
4.3055,278.815,218.264,99.2652,69.0269,59.2445
4.306,277.457,215.096,64.1428,66.8311,57.6354
4.3065,293.634,227.071,82.9485,68.4205,58.7124
4.307,273.423,221.57,76.4306,71.7402,62.2634
4.3075,297.127,218.982,80.8411,71.1898,61.8393
4.308,285.106,204.991,72.7165,67.8382,58.8277
4.3085,289.59,230.629,72.321,63.5608,54.7157
4.309,304.985,223.905,62.2564,55.7346,47.3131
4.3095,243.79,189.493,44.815,37.9727,29.8833
4.31,239.234,157.812,12.8431,5.38573,-2.15551
4.3105,231.687,162.907,5.78694,-2.61552,-9.29154
4.311,368.787,304.642,124.516,115.621,110.141
4.3115,356.767,289.754,107.485,98.8409,91.772
4.312,238.147,196.909,73.5249,69.4599,61.5483
4.3125,259.037,179.294,49.6571,39.9126,31.1113
4.313,34.8628,-52.7966,-208.801,-223.749,-230.819
4.3135,421.021,378.648,216.53,209.323,199.304
4.314,366.162,273.436,114.245,109.599,107.663
4.3145,330.316,250.045,85.1693,78.925,72.6653
4.315,304.759,241.514,78.0465,70.188,62.0708
4.3155,308.955,237.227,73.8372,65.6236,57.0907
4.316,297.166,232.628,68.6059,61.0133,52.5583
4.3165,281.888,226.77,63.4848,55.5773,47.1915
4.317,293.328,218.298,56.0274,47.5737,39.3904
4.3175,284.29,202.797,41.0936,31.4265,23.5049
4.318,229.441,172.428,5.25204,-4.84101,-12.1366
4.3185,171.75,87.1068,-78.7992,-90.4237,-97.0737
4.319,428.47,348.421,183.945,174.868,165.926
4.3195,314.123,264.228,102.293,91.0791,87.7161
4.32,320.209,238.997,78.3075,65.3983,58.1369
4.3205,312.219,225.948,68.7821,54.8694,46.3467
4.321,271.997,217.489,64.1131,47.872,38.9874
4.3215,292.486,212.341,51.5461,38.3957,29.6493
4.322,284.932,199.919,27.8841,17.2778,10.6288
4.3225,219.335,149.48,-17.4227,-33.9934,-41.0151
4.323,297.722,237.421,78.3061,57.9817,49.4979
4.3235,333.817,277.262,118.422,96.2644,89.5737
4.324,328.805,237.586,89.9721,65.236,58.3899
4.3245,317.8,222.911,73.7998,46.8933,39.5007
4.325,287.163,208.067,64.4475,32.3799,24.1658
4.3255,256.47,184.037,41.6792,7.64459,0.111565
4.326,226.688,154.807,22.9974,-16.1014,-23.3537
4.3265,329.782,261.345,125.582,82.0662,73.4601
4.327,339.069,265.221,132.478,81.7758,74.9868
4.3275,324.405,242.008,111.592,58.7643,51.6954
4.328,305.16,223.25,103.79,50.5491,42.0771
4.3285,309.356,233.447,105.849,47.2908,38.3099
4.329,274.16,202.809,112.186,45.285,36.996
4.3295,326.886,262.506,114.712,43.4103,35.7853
4.33,307.028,219.86,118.472,42.6608,34.0676
4.3305,311.568,228.047,104.462,43.2755,34.8899
4.331,289.734,217.776,110.401,42.8221,34.3069
4.3315,301.024,220.489,123.3,43.5697,35.0765
4.332,290.758,214.708,122.878,45.7278,37.8204
4.3325,317.829,241.988,134.619,48.8241,40.287
4.333,316.747,238.56,131.581,49.5963,41.4367
4.3335,426.22,349.919,260.896,45.2335,39.9908
4.334,147.188,70.1455,-6.08566,53.4859,41.4544
4.3345,356.683,288.041,167.417,55.2341,43.5172
4.335,322.176,239.535,140.587,46.522,38.7122
4.3355,325.794,232.98,133.073,48.3356,40.1934
4.336,304.566,225.88,125.024,48.1726,40.0975
4.3365,327.646,245.894,137.434,48.3903,39.6512
4.337,323.069,243.054,144.666,48.019,38.9414
4.3375,312.967,235.746,142.166,48.1185,38.7612
4.338,312.215,235.342,142.541,47.0368,38.0819
4.3385,319.378,233.852,146.298,47.8008,37.8819
4.339,315.014,231.162,143.095,44.7348,36.1365
4.3395,322.111,244.694,153.639,47.9977,38.9475
4.34,304.059,236.221,151.803,46.1641,37.0024
4.3405,317.005,234.224,150.701,45.7687,36.8822
4.341,337.768,238.573,157.465,48.017,39.1139
4.3415,335.338,246.557,167.872,55.027,46.0034
4.342,320.683,249.411,171.073,54.3572,44.7161
4.3425,355.161,278.852,198.864,69.6438,61.352
4.343,352.411,262.726,200.477,87.6085,81.1636
4.3435,281.39,190.691,120.721,6.50498,-7.17916
4.344,272.52,193.698,127.829,12.4942,0.714084
4.3445,285.474,214.635,149.766,29.9876,21.1312
4.345,304.675,223.797,161.915,41.9294,33.4101
4.3455,341.942,244.225,180.266,50.4505,42.1466
4.346,339.803,249.825,186.768,46.8836,37.7824
4.3465,302.444,230.169,169.821,38.1792,28.3091
4.347,310.601,229.602,170.727,41.9109,30.0915
4.3475,325.062,236.196,176.51,42.2207,30.3521
4.348,313.901,229.152,172.906,39.1365,27.8318
4.3485,294.379,230.437,172.844,37.0703,25.5578
4.349,294.623,211.432,158.931,38.408,27.2041
4.3495,364.603,262.932,205.396,77.4173,66.2111
4.35,333.534,240.525,186.114,53.9049,40.3995
4.3505,268.607,190.8,134.576,-4.70666,-19.3467
4.351,261.19,193.136,142.687,12.8178,1.19992
4.3515,291.217,199.892,145.497,18.4002,10.0347
4.352,304.248,201.393,150.233,25.1979,14.8696
4.3525,312.965,219.44,163.28,31.8961,20.0394
4.353,258.302,186.297,139.799,29.2092,15.525
4.3535,294.461,224.782,166.993,28.1724,13.7744
4.354,328.119,226.259,176.744,27.4484,14.4065
4.3545,309.405,205.636,155.298,25.0822,12.3406
4.355,311.339,223.608,171.389,21.4293,9.42999
4.3555,291.357,216.843,168.466,32.2641,23.4537
4.356,289.642,211.762,160.941,3.3457,-3.93705
4.3565,279.392,180.09,129.619,-8.78719,-17.1222
4.357,314.643,217.002,167.836,17.4024,9.8508
4.3575,279.379,189.926,142.245,9.07857,-2.20369
4.358,265.817,179.898,135.864,-27.0892,-54.6026
4.3585,314.436,225.716,172.002,43.9586,35.6161
4.359,317.197,223.814,183.58,20.5064,30.8254
4.3595,299.841,212.214,166.305,29.1111,28.8909
4.36,324.018,228.491,187.787,27.497,22.9654
4.3605,303.567,213.35,169.874,25.7006,19.7894
4.361,325.506,228.576,187.569,27.8731,19.8001
4.3615,320.334,216.853,175.365,28.4162,19.7713
4.362,343.286,247.149,203.341,51.8108,39.3532
4.3625,308.621,220.824,178.523,36.6849,24.1149
4.363,280.073,189.059,147.493,-11.4707,-12.6626
4.3635,309.291,209.652,170.698,20.8101,9.68529
4.364,309.424,208.828,168.785,23.059,10.9503
4.3645,299.478,205.472,165.295,26.7125,13.4324
4.365,308.367,219.261,178.835,29.119,13.1034
4.3655,305.829,206.936,167.643,28.1044,13.9338
4.366,330.883,232.865,193.294,32.6465,13.9003
4.3665,314.924,220.754,182.533,36.2815,15.1535
4.367,313.289,224.433,186.019,38.7655,14.7701
4.3675,318.24,225.207,186.81,42.5347,14.0695
4.368,325.931,227.07,188.534,45.7625,14.4377
4.3685,326.967,229.131,191.115,55.0685,15.0288
4.369,327.457,233.045,195.484,59.927,16.2042
4.3695,326.69,235.246,198.307,61.7492,14.4484
4.37,317.607,224.308,188.273,64.3766,13.7388
