Probe Time,Probe 0,Probe 1,Probe 2,Probe 3,Probe 4
7.6135,350.125,291.77,171.388,74.316,5.09122
7.614,343.195,287.721,153.165,72.4898,5.51135
7.6145,358.326,289.953,153.897,73.4005,6.49635
7.615,351.868,283.872,156.952,71.9982,5.69402
7.6155,335.288,279.764,157.216,70.6041,6.30892
7.616,318.196,252.899,149.862,71.6155,6.07613
7.6165,317.113,252.18,154.993,70.5847,5.92784
7.617,394.778,332.636,174.012,69.3397,6.51976
7.6175,365.164,308.501,164.067,69.0128,6.16569
7.618,351.207,293.563,165.832,70.0255,6.54171
7.6185,362.751,286.849,173.787,70.1858,5.95569
7.619,344.028,277.746,173.58,65.9,-0.95819
7.6195,330.125,261.155,193.823,77.379,10.1299
7.62,393.641,328.657,177.523,71.8187,7.19615
7.6205,396.026,331.989,178.959,71.7996,7.22372
7.621,371.556,308.584,187.24,71.8996,6.28751
7.6215,368.695,297.694,189.171,73.5225,7.43988
7.622,354.454,282.876,197.747,74.2987,7.62449
7.6225,356.844,289.253,205.739,76.1325,7.83928
7.623,328.095,262.691,201.347,75.515,6.7689
7.6235,374.265,310.937,199.757,74.5491,7.03567
7.624,396.534,323.65,202.243,73.7595,7.02244
7.6245,379.138,308.884,207.995,76.5346,8.25553
7.625,369.108,301.33,208.672,77.8517,9.15808
7.6255,363.368,295.72,216.435,78.2445,8.1235
7.626,360.571,291.739,220.763,78.2697,8.63152
7.6265,362.86,291.942,214.646,83.1174,7.90491
7.627,353.839,282.605,212.026,78.6388,9.44896
7.6275,332.077,261.928,209.007,79.3571,9.52733
7.628,366.85,298.475,228.597,76.3631,8.53037
7.6285,379.741,309.509,218.703,92.9379,8.52029
7.629,332.807,260.84,181.981,86.7274,7.88795
7.6295,315.712,244.516,178.449,65.5612,7.79452
7.63,370.688,302.852,239.957,59.9803,3.24273
7.6305,409.783,338.725,267.974,89.9914,8.8905
7.631,381.447,304.679,248.611,58.7715,6.68103
7.6315,349.986,277.399,217.72,75.5732,8.37468
7.632,325.317,253.528,208.993,79.0931,8.07951
7.6325,349.607,280.052,226.445,86.8709,10.1535
7.633,377.338,297.638,237.926,91.2961,5.81163
7.6335,384.873,308.179,241.223,75.9922,9.90386
7.634,370.771,295.099,226.103,84.4977,9.06373
7.6345,356.487,281.058,221.537,75.9116,10.6574
7.635,372.761,297.239,243.428,84.5814,10.6501
7.6355,373.042,297.107,242.99,102.674,10.6121
7.636,368.3,290.708,240.881,104.021,8.76069
7.6365,375.068,296.8,246.95,101.859,10.0115
7.637,372.041,294.297,249.278,87.823,9.43045
7.6375,371.51,293.822,247.966,95.3705,10.2363
7.638,361.19,283.35,235.342,106.466,10.0873
7.6385,360.008,281.748,242.882,109.253,11.1133
7.639,375.445,296.641,254.165,110.5,10.2719
7.6395,377.312,296.838,261.358,104.149,11.2803
7.64,370.21,290.36,252.015,105.565,10.9948
7.6405,363.553,285.053,245.415,111.904,10.5635
7.641,356.94,279.912,246.351,112.055,10.5497
7.6415,362.796,281.133,247.933,113.119,10.5128
7.642,372.292,287.676,254.92,112.742,11.387
7.6425,368.773,287.289,254.547,110.024,10.6022
7.643,361.389,281.961,250.844,120.096,11.5765
7.6435,356.537,274.117,244.233,112.58,12.0452
7.644,361.928,277.555,243.515,115.761,12.2002
7.6445,370.3,286.335,254.873,120.343,13.2387
7.645,360.676,278.238,250.077,107.884,13.6587
7.6455,361.126,280.949,246.941,87.8532,13.4444
7.646,358.96,271.641,239.446,108.098,11.2677
7.6465,370.78,283.868,250.785,109.877,10.744
7.647,364.572,278.693,244.976,130.372,11.0813
7.6475,374.469,289.643,252.434,115.585,13.4915
7.648,367.096,281.952,249.527,144.636,12.6736
7.6485,386.355,299.1,272.095,103.537,15.6139
7.649,363.568,276.742,239.37,104.75,8.59953
7.6495,381.635,295.035,263.223,64.6019,6.64157
7.65,364.374,276.795,241.063,115.264,9.8312
7.6505,379.299,292.311,262.35,87.1074,8.34427
7.651,349.836,262.056,228.059,110.488,15.6246
7.6515,389.705,301.662,275.011,60.5414,16.4752
7.652,404.099,314.597,283.86,158.976,47.2856
7.6525,351.605,259.584,226.939,76.9838,-8.78778
7.653,341.431,249.986,215.952,72.5853,-9.31692
7.6535,357.231,267.501,238.591,72.1865,2.84859
7.654,310.715,223.08,181.724,121.427,8.24912
7.6545,404.835,315.002,301.622,38.2246,6.18691
7.655,402.272,306.103,276.605,97.0403,6.73764
7.6555,334.651,238.853,209.408,153.399,6.03806
7.656,387.186,294.867,266.108,66.7086,7.92768
7.6565,356.565,266.429,238.341,106.929,8.72458
7.657,360.093,266.271,239.86,81.1014,8.8693
7.6575,361.609,265.204,233.933,91.1947,8.095
7.658,356.76,259.701,231.646,102.8,10.1412
7.6585,340.617,244.321,214.028,84.634,7.14388
7.659,350.916,256.285,228.731,125.23,10.5196
7.6595,349.434,252.033,222.677,78.5699,9.05208
7.66,372.128,274.193,248.072,176.607,5.84803
7.6605,364.953,267.019,240.158,16.481,9.51419
7.661,329.421,231.24,199.254,260.926,4.64558
7.6615,406.589,308.022,286.891,20.7247,13.3962
7.662,384.795,285.95,262.106,93.6221,12.2072
7.6625,339.943,240.51,213.951,96.564,10.4481
7.663,324.058,224.547,193.736,309.242,11.5867
7.6635,368.668,269.102,244.609,60.8078,12.021
7.664,353.803,254.453,230.934,112.265,11.3505
7.6645,308.596,209.469,179.01,147.781,12.4631
7.665,348.882,250.097,221.64,184.458,10.4243
7.6655,335.105,235.657,209.912,161.6,13.0892
7.666,356.182,257.444,232.893,171.921,10.8303
7.6665,351.427,252.441,226.665,145.802,12.8549
7.667,361.319,262.483,236.398,120.354,11.8255
7.6675,281.692,182.013,153.948,155.908,12.2274
7.668,382.428,281.34,255.239,59.4763,11.7361
7.6685,391.915,290.576,265.797,162.055,12.6101
7.669,330.109,228.949,201.774,122.012,12.6745
7.6695,353.79,253.67,227.786,215.053,12.3434
7.67,341.696,241.061,216.032,55.1366,9.81398
7.6705,363.816,262.5,236.91,211.077,11.6749
7.671,363.085,261.501,235.361,118.8,12.4267
7.6715,314.138,211.106,180.311,417.513,9.90749
7.672,392.251,289.017,267.773,-1.89786,10.4382
7.6725,398.571,295.02,270.987,81.4408,10.5149
7.673,343.557,240.028,217.077,47.2931,10.5156
7.6735,373.48,269.41,246.03,129.498,12.1389
7.674,360.246,255.608,231.274,103.332,12.5031
7.6745,370.813,265.478,242.893,139.089,10.6521
7.675,350.073,244.721,220.439,107.721,8.96653
7.6755,370.734,265.218,242.658,151.087,10.8109
7.676,348.8,242.786,218.511,112.73,12.0892
7.6765,375.414,270.226,247.358,147.817,8.79805
7.677,346.97,241.72,219.07,122.429,9.45458
7.6775,367.298,261.668,235.865,141.687,10.3164
7.678,336.293,230.925,206.344,119.822,9.49715
7.6785,367.206,261.106,235.457,155.842,10.8723
7.679,345.072,239.085,213.922,123.794,10.3475
7.6795,357.038,252.941,228.267,147.281,10.4924
7.68,320.554,213.606,187.143,101.92,9.03231
7.6805,366.52,260.384,236.848,202.433,10.2438
7.681,395.889,286.973,260.412,131.396,10.3032
7.6815,340.277,233.952,210.014,92.0695,9.49841
7.682,375.306,273.1,248.87,144.246,10.0038
7.6825,368.817,267.917,241.851,146.651,9.78495
7.683,357.25,254.629,227.305,132.325,9.59246
7.6835,360.376,249.969,222.052,127.408,9.67874
7.684,364.243,251.898,226.781,134.493,9.12974
7.6845,360.637,249.814,225.925,135.865,9.79525
7.685,365.046,252.563,227.913,140.419,9.35749
7.6855,360.465,251.833,228.033,142.921,9.7984
7.686,366.389,256.845,231.308,149.84,9.37035
7.6865,364.218,253.772,228.486,149.549,9.60257
7.687,374.056,259.155,235.494,158.953,8.94289
7.6875,368.658,252.308,229.874,155.603,9.51383
7.688,370.419,256.982,234.806,163.181,8.91291
7.6885,368.873,254.372,231.287,162.151,9.70425
7.689,369.086,255.114,232.103,165.435,8.93637
7.6895,366.031,250.564,227.577,163.832,10.1599
7.69,364.998,249.141,226.323,164.44,8.72183
7.6905,369.86,252.522,229.643,169.85,10.1481
7.691,369.298,252.344,229.909,172.015,8.82096
7.6915,367.707,250.909,228.02,172.035,10.0285
7.692,357.179,243.253,220.45,166.727,9.27606
7.6925,366.525,249.56,226.2,173.508,11.8974
7.693,356.567,243.554,221.037,170.708,8.95654
7.6935,355.028,235.673,211.95,164.257,7.89028
7.694,348.589,242.481,220.032,172.896,8.30137
7.6945,356.056,231.274,206.745,162.885,8.47774
7.695,357.489,250.516,228.689,181.789,8.10637
7.6955,290.536,166.138,141.954,111.478,11.0291
7.696,412.179,296.867,274.073,220.383,6.36995
7.6965,387.607,270.67,247.276,199.996,7.68474
7.697,363.084,243.871,220.693,179.324,8.68327
7.6975,307.246,183.445,160.717,126.954,9.95088
7.698,389.707,270.265,248.293,204.277,7.22421
7.6985,370.924,250.564,229.987,186.845,7.01104
7.699,349.439,227.201,209.111,172.351,10.1783
7.6995,318.756,187.105,176.145,142.014,9.05061
7.7,387.24,233.028,241.336,201.113,9.39186
7.7005,371.531,219.22,220.919,182.718,7.51707
7.701,344.033,251.584,194.471,161.443,9.04811
7.7015,349.164,319.819,220.642,184.984,7.03359
7.702,356.699,302.051,207.085,173.137,7.29512
7.7025,379.342,305.658,217.08,183.735,7.62991
7.703,349.498,264.531,202.784,170.286,7.2624
7.7035,333.165,253.231,209.571,177.105,8.09175
7.704,343.217,227.496,190.697,160.253,7.85836
7.7045,358.126,229.808,206.474,175.099,8.42353
7.705,314.849,201.797,173.746,145.772,8.13573
7.7055,335.92,240.78,200.586,169.444,7.71526
7.706,284.732,184.491,155.117,129.397,8.42831
7.7065,370.306,254.427,223.056,190.902,8.69599
7.707,357.257,234.192,207.121,177.812,9.33273
7.7075,295.71,181.882,153.259,128.445,10.2092
7.708,330.217,226.947,192.785,163.595,8.58407
7.7085,291.177,192.054,156.16,130.486,9.72926
7.709,278.878,177.277,140.529,116.461,10.2378
7.7095,376.828,274.384,237.787,207.197,9.06046
7.71,357.053,260.929,223.964,195.676,9.46338
7.7105,338.319,246.785,209.296,181.684,10.0666
7.711,340.81,233.298,192.328,165.915,10.2302
7.7115,337.842,223.102,179.66,154.194,10.4728
7.712,339.956,236.824,191.199,164.64,10.1345
7.7125,311.961,231.406,184.97,158.89,10.3104
7.713,322.027,215.868,164.169,139.741,10.9937
7.7135,338.781,238.506,188.924,162.618,10.6886
7.714,324.07,228.98,179.616,154.077,11.1929
7.7145,273.667,195.036,143.985,120.921,12.2613
7.715,316.907,225.167,171.104,147.095,12.0909
7.7155,318.903,222.622,164.506,140.193,15.9797
7.716,326.483,231.565,175.165,149.534,16.9915
7.7165,311.248,232.114,175.806,151.032,21.3104
7.717,308.607,231.179,175.836,151.737,23.2187
7.7175,319.217,235.015,176.201,152.155,23.8179
7.718,315.206,231.679,171.013,147.521,25.927
7.7185,316.381,238.732,176.811,153.161,29.9355
7.719,322.149,246.096,187.648,163.379,33.7914
7.7195,330.88,232.224,175.273,152.003,43.171
7.72,328.077,234.496,173.699,150.843,39.6055
7.7205,323.897,236.406,170.69,148.202,15.8372
7.721,315.909,237.193,168.501,145.838,9.23446
7.7215,321.089,234.642,166.705,144.512,9.345
7.722,327.337,233.746,163.96,142.087,13.8363
7.7225,315.895,229.232,163.839,141.599,19.5034
7.723,303.918,226.213,160.814,139.297,23.3418
7.7235,301.69,225.797,160.592,138.651,25.6844
7.724,304.418,225.09,158.163,136.484,24.9819
7.7245,314.607,225.166,156.637,135.31,24.2515
7.725,310.599,224.717,154.694,133.396,24.1284
7.7255,300.269,222.504,153.545,132.529,24.4757
7.726,309.571,216.563,152.17,131.292,24.4498
7.7265,312.402,212.926,150.31,129.637,24.107
7.727,311.507,223.123,149.537,128.639,24.4549
7.7275,300.528,236.598,149.033,127.982,24.8695
7.728,283.973,244.053,147.611,126.643,25.0052
7.7285,318.495,210.519,145.634,125.658,25.4544
7.729,335.407,196.944,143.469,123.476,24.94
7.7295,309.876,211.229,143.272,123.19,24.7383
7.73,298.587,223.794,141.83,122.203,24.7891
7.7305,211.145,338.039,141.742,121.068,24.6048
7.731,335.233,175.098,140.731,119.995,23.7386
7.7315,350.819,162.035,136.585,116.54,23.4577
7.732,332.888,215.204,139.504,118.282,27.2103
7.7325,306.301,197.41,135.08,117.517,29.15
7.733,303.11,215.333,136.173,116.676,30.9661
7.7335,310.22,214.97,134.822,115.068,32.2481
7.734,309.736,216.613,132.758,113.927,33.8409
7.7345,314.937,217.215,130.98,112.425,34.377
7.735,303.763,218.314,129.669,111.25,35.1021
7.7355,291.082,217.652,128.575,110.328,35.2426
7.736,271.048,224.26,127.548,109.473,36.7751
7.7365,308.581,248.503,126.444,108.199,37.5604
7.737,304.47,228.93,123.946,106.205,38.174
7.7375,306.161,183.794,123.589,105.939,39.3849
7.738,304.901,194.662,123.122,105.421,40.7885
7.7385,293.108,212.374,122.53,104.796,41.8026
7.739,299.63,218.757,121.608,104.088,42.7463
7.7395,294.885,213.266,120.081,102.713,43.3491
7.74,293.355,213.669,120.256,102.83,45.2437
7.7405,288.941,199.252,118.21,100.951,45.5343
7.741,301.343,207.08,116.67,99.5835,46.1672
7.7415,301.09,205.882,115.279,98.3862,47.053
7.742,297.498,207.229,115.083,97.6952,48.293
7.7425,282.522,201.007,114.14,97.4836,49.6646
7.743,294.026,214.856,114.301,97.4688,51.3916
7.7435,295.16,213.607,113.076,96.3029,51.7387
7.744,293.064,200.8,112.324,95.714,52.9652
7.7445,290.582,202.465,111.268,95.203,54.1068
7.745,295.904,212.691,114.879,97.1813,56.9528
7.7455,297.485,217.115,109.862,93.3846,54.4337
7.746,285.507,196.352,103.968,90.897,53.6461
7.7465,283.868,221.235,106.675,91.8328,56.0373
7.747,257.285,190.62,106.414,92.345,57.7804
7.7475,294.387,202.84,105.992,92.2178,59.013
7.748,305.373,212.491,104.815,91.7309,59.7238
7.7485,295.623,219.544,105.629,92.5935,61.2764
7.749,295.848,217.797,106.108,92.4015,62.127
7.7495,290.453,206.623,109.931,93.9333,64.544
7.75,307.506,220.984,112.523,94.5314,65.926
7.7505,308.251,225.485,114.562,95.1244,67.3935
7.751,320.473,247.548,117.033,96.1955,68.9494
7.7515,302.747,232.753,115.984,96.8518,70.4077
7.752,286.871,216.87,111.932,97.0826,71.354
7.7525,316.234,245.273,117.645,98.4901,73.0998
7.753,292.226,206.472,117.047,99.2493,74.1798
7.7535,305.99,224.465,121.378,101.464,76.3167
7.754,303.237,235.462,118.463,99.5417,75.6815
7.7545,304.037,244.829,118.666,101.591,77.6353
7.755,303.86,240.972,118.467,100.868,76.8285
7.7555,299.723,250.526,122.174,104.606,83.5576
7.756,316.003,242.089,119.741,102.492,79.5284
7.7565,314.648,232.807,118.157,101.717,79.8678
7.757,326.224,263.111,118.268,100.742,78.8096
7.7575,322.11,266.41,119.576,101.793,80.9325
7.758,315.097,254.569,118.253,100.191,79.0611
7.7585,324.677,241.871,116.229,99.8582,80.31
7.759,320.67,265.925,113.499,97.732,77.3688
7.7595,324.818,273.918,115.262,98.204,79.5412
7.76,322.944,270.319,112.177,94.8834,74.6285
7.7605,323.92,266.588,114.895,97.6646,81.4217
7.761,318.915,261.352,110.98,93.69,74.8904
7.7615,317.207,262.802,109.12,91.9773,73.1054
7.762,319.464,260.425,108.4,91.802,74.9169
7.7625,316.248,259.465,106.109,89.724,72.0364
7.763,319.645,260.41,103.624,87.28,70.7117
7.7635,313.569,258.586,100.942,84.5683,67.0157
7.764,303.192,247.81,100.155,84.2845,68.5638
7.7645,305.215,247.691,97.9918,81.1077,64.2593
7.765,313.246,253.783,96.8489,79.8586,64.3376
7.7655,314.439,256.48,93.3861,76.643,59.2305
7.766,341.833,282.856,93.9714,76.2373,61.6749
7.7665,276.022,220.368,88.1487,73.9114,57.9539
7.767,296.688,239.812,90.5131,73.3916,59.1793
7.7675,305.576,244.502,88.6159,70.9745,55.203
7.768,309.15,240.189,88.6584,71.2178,56.2974
7.7685,299.286,242.087,89.0243,71.0931,56.2713
7.769,329.93,244.753,90.3241,71.8076,57.8987
7.7695,324.65,247.124,88.3598,71.0157,57.2019
7.77,346.059,248.117,89.5737,72.3372,58.1742
7.7705,286.97,243.105,89.9013,72.611,58.7507
7.771,277.491,241.093,91.9589,74.2943,60.8538
7.7715,298.77,248.952,90.936,72.6578,59.3269
7.772,310.905,239.89,89.71,71.8908,58.5597
7.7725,338.742,249.936,94.1827,72.6551,59.7415
7.773,327.099,245.884,94.8887,76.1518,63.042
7.7735,285.824,242.072,88.2842,73.9761,61.4172
7.774,296.915,247.851,93.3601,75.2396,62.3569
7.7745,322.841,247.136,95.1318,76.4469,63.9358
7.775,310.625,244.471,96.0692,76.4552,64.0508
7.7755,320.923,246.882,97.8577,77.3411,65.0361
7.776,328.46,238.97,98.275,77.6832,65.5842
7.7765,348.745,229.857,100.611,78.8413,66.9784
7.777,287.645,251.43,101.629,78.1737,66.4058
7.7775,264.458,242.058,101.628,78.0382,66.3674
7.778,291.285,241.344,102.823,77.4916,66.0551
7.7785,283.572,227.064,102.01,78.1043,66.8976
7.779,294.86,238.669,102.845,75.9141,64.4423
7.7795,277.075,216.935,104.178,78.1201,67.205
7.78,299.428,233.382,100.661,71.7594,60.2862
7.7805,279.84,217.207,112.798,76.4238,65.5464
7.781,295.316,241.363,101.539,71.3775,60.0786
7.7815,291.859,237.472,108.261,72.1488,60.0501
7.782,308.457,245.494,110.758,71.316,59.7094
7.7825,279.355,230.994,108.296,70.216,58.5893
7.783,294.287,240.211,109.105,69.8164,58.0857
7.7835,306.266,240.28,111.601,67.9643,56.3525
7.784,287.974,236.38,111.331,67.2231,55.5325
7.7845,282.522,228.587,119.375,67.8375,54.2514
7.785,287.692,231.94,107.052,64.4826,53.1406
7.7855,283.374,223.854,98.328,61.9077,51.1291
7.786,301.187,243.988,101.494,61.4393,50.5181
7.7865,338.291,222.93,104.851,60.6413,49.173
7.787,352.104,252.571,102.013,59.9357,48.6834
7.7875,256.386,234.181,101.159,60.2699,48.1586
7.788,263.295,218.688,92.9426,56.8155,46.0196
7.7885,273.658,218.375,93.9501,55.3496,43.8572
7.789,350.711,283.3,106.13,55.0467,43.1147
7.7895,561.899,496.815,128.254,51.9129,41.7891
7.79,101.108,39.0889,77.2132,52.7681,41.1357
7.7905,215.562,164.305,85.5194,52.1616,41.1821
7.791,244.679,190.827,94.4128,50.9873,38.3221
7.7915,254.83,202.718,96.9514,49.5358,38.1648
7.792,271.345,210.179,113.407,50.1829,37.7261
7.7925,270.502,213.071,102.566,48.1258,36.4808
7.793,267.856,213.83,117.981,47.5052,35.1877
7.7935,250.328,203.0,107.222,46.2661,34.1091
7.794,263.983,196.913,115.701,45.256,33.1202
7.7945,254.704,197.268,113.655,44.3964,31.8465
7.795,259.505,196.138,120.325,43.7557,30.8471
7.7955,248.18,201.957,121.498,42.0671,29.4184
7.796,269.111,203.524,123.262,40.2379,27.2095
7.7965,262.671,198.947,123.402,38.415,25.1438
7.797,256.768,191.631,118.108,36.4374,23.0916
7.7975,251.967,196.868,122.302,32.4561,19.7685
7.798,243.346,184.722,125.9,30.5234,17.5927
7.7985,260.85,206.101,123.573,31.1559,16.5749
7.799,257.734,195.569,137.827,32.2431,18.0329
7.7995,231.806,182.222,130.494,30.027,18.0858
7.8,241.719,191.144,130.777,30.764,19.5393
7.8005,257.834,209.641,143.038,32.7333,21.7548
7.801,250.814,193.674,138.687,33.6552,21.7893
7.8015,253.373,201.34,148.239,35.2633,21.0909
7.802,253.634,212.36,161.017,37.0987,22.5428
7.8025,210.627,164.849,146.422,32.9728,22.6364
7.803,235.936,181.942,129.213,32.2679,22.6265
7.8035,247.837,198.844,162.732,34.2747,23.8008
7.804,253.272,213.353,161.011,34.201,23.3389
7.8045,223.118,190.387,162.84,35.0279,24.0484
7.805,233.569,190.916,166.699,35.6999,24.7631
7.8055,273.646,206.58,158.504,35.5498,24.3633
7.806,320.965,245.526,194.488,34.9209,23.8564
7.8065,216.102,194.119,169.463,35.7069,24.6061
7.807,219.527,162.168,159.079,34.3324,23.883
7.8075,251.212,203.048,69.9621,36.7115,25.0226
7.808,255.216,203.334,251.315,36.3802,24.8159
7.8085,237.406,208.389,17.9762,36.1224,25.4084
7.809,234.699,199.13,209.742,36.7098,25.853
7.8095,245.972,199.911,104.553,36.7462,25.6232
7.81,276.777,206.655,206.866,37.7895,26.0096
7.8105,278.961,210.278,149.707,35.921,26.1356
7.811,259.49,211.559,191.826,38.3128,27.5099
7.8115,203.032,189.36,160.293,38.303,26.8578
7.812,187.051,207.966,180.742,37.1977,26.418
7.8125,245.381,203.945,174.922,37.7354,26.6694
7.813,303.771,203.347,179.008,38.2374,27.3137
7.8135,271.852,196.68,172.253,37.7833,27.2556
7.814,219.852,199.957,177.011,39.5106,27.3995
7.8145,242.788,204.676,179.933,38.7919,27.003
7.815,158.696,204.351,180.11,38.668,27.2182
7.8155,228.392,212.853,187.985,40.5185,27.0951
7.816,302.399,210.34,186.0,42.7401,27.0393
7.8165,276.117,205.131,184.012,48.261,26.9698
7.817,222.943,197.968,179.522,42.4389,26.9051
7.8175,252.514,189.947,193.885,34.5994,26.681
7.818,172.411,174.512,136.826,37.323,26.2818
7.8185,273.77,224.888,196.176,47.0525,26.8337
7.819,219.235,207.562,188.042,36.0458,26.2427
7.8195,204.294,186.154,169.646,39.752,27.9627
7.82,195.665,190.262,171.701,43.3822,25.5732
7.8205,180.526,189.376,172.312,38.3897,25.374
7.821,240.816,196.183,180.191,41.3868,25.5597
7.8215,270.791,190.987,175.18,41.1742,24.6636
7.822,11.4766,192.82,175.716,43.3515,24.8778
7.8225,382.573,169.91,156.369,41.9525,24.0983
7.823,330.086,156.663,143.42,37.7514,23.1894
7.8235,296.204,185.088,170.747,37.8564,23.6125
7.824,274.985,183.023,166.488,31.5574,23.2057
7.8245,231.875,163.726,148.471,27.9759,22.002
7.825,242.337,157.2,140.21,30.3309,22.2226
7.8255,237.169,162.96,147.114,29.5101,21.8502
7.826,224.108,164.851,148.032,32.0466,21.219
7.8265,246.617,179.718,162.516,33.9554,22.8423
7.827,203.301,147.66,132.202,25.9596,19.2905
7.8275,191.604,167.777,151.437,30.2331,21.9744
7.828,181.936,154.66,138.367,22.5679,18.9181
7.8285,232.319,147.56,133.631,27.8273,21.5265
7.829,242.768,155.175,141.673,28.3979,20.2177
7.8295,189.535,152.588,138.937,31.2209,23.1236
7.83,126.578,147.945,133.299,26.973,18.3069
7.8305,246.694,160.161,145.964,30.4153,19.8905
7.831,275.833,164.359,153.072,29.2073,19.6853
7.8315,259.31,175.523,162.016,30.3089,18.7759
7.832,294.015,169.477,153.137,30.9196,17.7456
7.8325,219.843,152.867,138.025,35.2121,19.3439
7.833,229.848,162.157,146.163,39.2582,19.2435
7.8335,276.238,167.746,155.063,31.7707,19.2401
7.834,248.476,162.503,145.844,27.7833,14.9483
7.8345,207.201,164.122,146.217,35.4883,21.396
7.835,174.645,175.811,158.522,40.2439,24.7226
7.8355,113.991,148.985,129.955,33.7591,17.7475
7.836,317.988,169.292,154.571,34.1758,20.4868
7.8365,317.708,150.187,133.392,27.3223,11.8655
7.837,268.093,158.926,141.971,34.7039,19.1968
7.8375,234.114,137.087,116.748,33.2719,14.1606
7.838,259.8,169.738,153.078,55.265,30.1315
7.8385,216.089,149.546,128.722,37.4959,7.69557
7.839,221.141,144.791,129.622,49.9833,13.7009
7.8395,205.204,136.643,109.359,42.3062,14.7804
7.84,211.605,148.687,129.623,49.4391,17.6919
7.8405,154.419,110.121,103.37,37.5832,10.7058
7.841,217.499,146.092,131.206,46.5145,14.2098
7.8415,224.947,115.229,102.585,46.0792,17.7552
7.842,257.155,147.697,133.618,47.0997,15.2736
7.8425,348.637,246.128,231.547,164.223,133.66
7.843,82.9377,-15.4091,-31.416,-24.3622,-62.1085
7.8435,132.598,103.292,88.4675,20.4178,-28.1825
7.844,323.137,179.958,164.22,28.326,8.68182
7.8445,334.26,183.6,169.686,34.4567,7.86276
7.845,292.556,167.351,151.316,23.6678,3.03868
7.8455,280.665,170.506,154.225,28.3178,17.6635
7.846,256.01,150.095,133.459,36.4649,19.0034
7.8465,222.402,118.736,102.346,46.1255,16.1317
7.847,218.785,116.436,99.8136,60.5254,14.8514
7.8475,257.065,162.04,144.284,63.1071,14.0289
7.848,281.488,197.276,180.041,49.2358,13.5616
7.8485,216.853,149.05,135.783,57.0286,14.0582
7.849,54.1829,6.94657,-10.3453,251.321,14.4454
7.8495,177.551,137.028,126.251,10.6539,13.9808
7.85,327.832,226.279,214.372,-31.4678,12.6084
7.8505,354.169,209.013,192.493,3.36426,11.7606
7.851,310.042,175.924,162.927,16.522,12.1436
7.8515,282.068,173.956,158.251,29.92,13.3414
7.852,269.804,172.888,156.394,39.7133,15.4465
7.8525,247.393,157.298,143.536,40.1016,10.5381
7.853,239.945,156.611,141.675,47.7633,13.3
7.8535,211.812,132.492,119.003,42.8825,9.79776
7.854,195.304,102.757,87.4524,26.9822,9.67472
7.8545,202.945,89.9244,78.1294,37.5442,10.5018
7.855,101.657,-17.1603,-28.6286,-47.9215,9.95712
7.8555,158.219,42.5149,23.1604,2.21904,20.1789
7.856,417.93,281.666,262.591,182.959,-1.94394
7.8565,306.412,227.583,219.667,125.275,6.50043
7.857,221.147,199.436,190.099,96.4213,11.6618
7.8575,287.395,137.283,155.641,83.7125,10.9867
7.858,303.715,184.163,149.628,81.229,11.2319
7.8585,324.717,189.51,140.085,82.7398,10.9782
7.859,299.555,166.906,147.451,84.6415,10.9255
7.8595,287.358,162.452,140.913,80.0681,10.2413
7.86,296.235,177.705,158.009,85.3544,11.4461
7.8605,280.056,150.106,129.472,76.205,11.3471
7.861,286.635,150.266,131.82,83.1025,11.5924
7.8615,273.445,136.399,121.599,78.0144,11.7388
7.862,273.997,138.721,127.562,75.939,11.7815
7.8625,275.699,136.16,130.752,78.5711,12.202
7.863,282.438,127.81,138.472,82.8481,11.8161
7.8635,282.116,133.814,129.39,76.8737,10.1322
7.864,305.826,172.337,142.106,87.8906,10.2784
7.8645,287.035,163.461,141.664,94.4958,11.7408
7.865,242.417,115.899,99.6483,62.4358,8.5721
7.8655,270.873,144.39,116.997,61.1898,5.78507
7.866,260.131,126.483,100.136,56.0014,8.90417
7.8665,248.491,119.985,106.114,68.0884,7.38475
7.867,259.198,118.377,105.31,68.4034,8.62111
7.8675,264.686,127.909,113.931,67.1697,8.13849
7.868,275.099,140.235,115.61,70.3748,9.66175
7.8685,278.179,142.471,118.653,72.2122,9.15618
7.869,276.913,134.369,117.097,68.7196,8.67913
7.8695,283.757,138.296,120.582,73.7105,10.3908
7.87,279.831,138.455,115.668,72.0949,9.11165
7.8705,268.017,137.01,120.003,77.0013,12.0108
7.871,261.198,131.756,111.523,69.2059,8.44952
7.8715,314.198,157.217,135.334,89.7202,14.4054
7.872,313.132,157.664,132.623,81.1956,10.9251
7.8725,299.979,157.679,130.891,90.889,13.499
7.873,274.072,133.166,109.934,67.7806,5.64759
7.8735,289.591,142.034,117.228,70.2751,4.46464
7.874,290.051,142.896,114.075,63.7809,7.74972
7.8745,289.493,141.239,117.485,71.5332,25.5892
7.875,251.283,103.425,80.9382,46.0116,11.3958
7.8755,276.253,133.494,103.415,61.6231,14.3055
7.876,277.417,131.441,101.331,55.8972,10.2056
7.8765,290.282,140.124,109.218,58.8751,10.4696
7.877,283.507,132.696,102.139,67.0783,17.9585
7.8775,292.995,180.36,122.198,89.2242,40.2714
7.878,302.074,166.562,129.228,91.7374,42.8608
7.8785,315.806,164.38,135.188,97.6456,59.3557
7.879,236.149,95.0151,52.7372,14.3234,-23.4675
7.8795,295.516,132.863,110.241,72.6062,3.51414
7.88,328.711,177.441,138.846,98.0089,9.53227
